id	case	support	answer	question	distractor1	distractor2	distractor3		Does the question make sense wrt the given context?	Does the answer belong to the question?	Are the distractors plausible?
115	answer_given	Radioactive nuclei and particles are represented by nuclear symbols that indicate their numbers of protons and neutrons. For example, an alpha particle (helium nucleus) is represented by the symbol , where He is the chemical symbol for helium, the subscript 2 is the number of protons, and the superscript 4 is the mass number (2 protons + 2 neutrons).	nuclear	Radioactive nuclei and particles are represented by what type of symbols that indicate their numbers of protons and neutrons?	molecular	atomic	chemical		3	3	3
115	no_answer	Radioactive nuclei and particles are represented by nuclear symbols that indicate their numbers of protons and neutrons. For example, an alpha particle (helium nucleus) is represented by the symbol , where He is the chemical symbol for helium, the subscript 2 is the number of protons, and the superscript 4 is the mass number (2 protons + 2 neutrons).	radioactive nuclei and particles	What are represented by nuclear symbols that indicate their numbers of protons and neutrons?	radioactive nuclei and electrons	radioactive nuclei and photons	radioactive nuclei and protons		3	3	3
116	ground_truth	Odor receptors line the passages of the nose (see Figure below ). They sense chemicals in the air. In fact, odor receptors can sense hundreds of different chemicals. Did you ever notice that food seems to have less taste when you have a stuffy nose? This occurs because the sense of smell contributes to the sense of taste, and a stuffy nose interferes with the ability to smell.	odor receptors	What lines the passages of the nose and senses chemicals in the air?	matter receptors	consumption receptors	optic receptors				
116	answer_given	Odor receptors line the passages of the nose (see Figure below ). They sense chemicals in the air. In fact, odor receptors can sense hundreds of different chemicals. Did you ever notice that food seems to have less taste when you have a stuffy nose? This occurs because the sense of smell contributes to the sense of taste, and a stuffy nose interferes with the ability to smell.	odor receptors	What line the passages of the nose?	blood vessels	saliva receptors	taste receptors		3	3	3
116	no_answer	Odor receptors line the passages of the nose (see Figure below ). They sense chemicals in the air. In fact, odor receptors can sense hundreds of different chemicals. Did you ever notice that food seems to have less taste when you have a stuffy nose? This occurs because the sense of smell contributes to the sense of taste, and a stuffy nose interferes with the ability to smell.	odor receptors	What line the passages of the nose?	blood vessels	saliva receptors	taste receptors		3	3	3
117	ground_truth	Rocks on different continents that are the same age point to different locations. Only recent rocks point to the current north magnetic pole.	north magnetic pole	Where do recent rocks point towards on earth?	space	equator	south magnetic pole				
117	answer_given	Rocks on different continents that are the same age point to different locations. Only recent rocks point to the current north magnetic pole.	north magnetic pole	Only recent rocks point to what?	south magnetic pole	east magnetic pole	west magnetic pole		3	3	3
117	no_answer	Rocks on different continents that are the same age point to different locations. Only recent rocks point to the current north magnetic pole.	north	Only recent rocks point to what magnetic pole?	south	east	west		3	3	3
118	ground_truth	Sources of gamma rays include radioactive atoms, nuclear explosions, and stars. Gamma rays from space are absorbed by Earth’s atmosphere.	gamma	Radioactive atoms, nuclear explosions, and stars produce what types of rays.	plasma	neutron	beta				
118	answer_given	Sources of gamma rays include radioactive atoms, nuclear explosions, and stars. Gamma rays from space are absorbed by Earth’s atmosphere.	gamma	What type of rays are emitted by radioactive atoms, nuclear explosions, and stars?	ultraviolet	x-rays	microwaves		3	3	3
118	no_answer	Sources of gamma rays include radioactive atoms, nuclear explosions, and stars. Gamma rays from space are absorbed by Earth’s atmosphere.	gamma rays	What type of rays are emitted by radioactive atoms, nuclear explosions, and stars?	ultraviolet rays	x-rays	microwaves		3	3	3
119	ground_truth	This Monarch caterpillar is an invertebrate. It is also an insect and an arthropod. Of all the animal species, it is estimated that well over 90% are invertebrates. Of all invertebrates, the insects are by far the most numerous. There are so many species of insects that scientists have yet to discover them all, let alone name or count them. Estimates of the total number of insect species fall in the range of 1 to 30 million. So, it helps if there are methods to classify not just the insects, but all invertebrates.	insects	What are by far the most common type of invertebrate?	spiders	crustaceans	corals				
